"number","summa","creditor_inn","debtor_inn","group_summa"
"68740/24/16024-ИП","958139.35","1215003356","1615013422","20810332.959999993"
"18399/24/16024-ИП","2157671.1","1215003356","1615013422","20810332.959999993"
"18400/24/16024-ИП","1856514.15","1215003356","1615013422","20810332.959999993"
"18401/24/16024-ИП","2383099.3","1215003356","1615013422","20810332.959999993"
"18402/24/16024-ИП","1887204.5","1215003356","1615013422","20810332.959999993"
"18403/24/16024-ИП","2085720.08","1215003356","1615013422","20810332.959999993"
"18404/24/16024-ИП","1719570.83","1215003356","1615013422","20810332.959999993"
"18405/24/16024-ИП","3206953.32","1215003356","1615013422","20810332.959999993"
"18406/24/16024-ИП","3723592.97","1215003356","1615013422","20810332.959999993"
"18407/24/16024-ИП","3231812.32","1215003356","1615013422","20810332.959999993"
"18438/24/16024-ИП","1099536.88","1215003356","1615013422","20810332.959999993"
"20637/24/16024-ИП","3888054.73","1215003356","1615013422","20810332.959999993"
"20638/24/16024-ИП","824971.54","1215003356","1615013422","20810332.959999993"
"20639/24/16024-ИП","3163140.29","1215003356","1615013422","20810332.959999993"
"20640/24/16024-ИП","2148595.81","1215003356","1615013422","20810332.959999993"
"20641/24/16024-ИП","1436888.84","1215003356","1615013422","20810332.959999993"
"20642/24/16024-ИП","2252420.58","1215003356","1615013422","20810332.959999993"
"311149/24/21004-ИП","644642.05","1215003356","2124041437","3314144.52"
"311150/24/21004-ИП","9984.14","1215003356","2124041437","3314144.52"
"311151/24/21004-ИП","298571.05","1215003356","2124041437","3314144.52"
"7942/24/21004-ИП","88239.03","1215003356","2124041437","3314144.52"
"36533/24/21004-ИП","15377.61","1215003356","2124041437","3314144.52"
"13521/24/21004-ИП","483772.8","1215003356","2124041437","3314144.52"
"27901/24/21004-ИП","896207.17","1215003356","2124041437","3314144.52"
"28000/24/21004-ИП","877350.67","1215003356","2124041437","3314144.52"
"17754/24/12023-ИП","512891.15","1215011170","1215174915","2550050.81"
"17755/24/12023-ИП","925721.36","1215011170","1215174915","2550050.81"
"17753/24/12023-ИП","1111438.3","1215011170","1215174915","2550050.81"
"84679/24/13015-ИП","300000","1326134450","1326189459","2591426"
"84680/24/13015-ИП","164961","1326134450","1326189459","2591426"
"84681/24/13015-ИП","2126465","1326134450","1326189459","2591426"
"121622/23/13012-ИП","544106.44","1326251555","1323126362","4562949.58"
"121614/23/13012-ИП","807557.23","1326251555","1323126362","4562949.58"
"121613/23/13012-ИП","2148694.08","1326251555","1323126362","4562949.58"
"121623/23/13012-ИП","1062591.83","1326251555","1323126362","4562949.58"
"121792/23/13012-ИП","8759297.54","1326251555","1323126362","4562949.58"
"121795/23/13012-ИП","2876235","1326251555","1323126362","4562949.58"
"23210/23/13015-ИП","195082.25","1328904496","1326248369","2873222.4899999998"
"23206/23/13015-ИП","54421","1328904496","1326248369","2873222.4899999998"
"237651/23/13015-ИП","191504.86","1328904496","1326248369","2873222.4899999998"
"8075/24/13015-ИП","84818.67","1328904496","1326248369","2873222.4899999998"
"8080/24/13015-ИП","116067.57","1328904496","1326248369","2873222.4899999998"
"255796/24/13015-ИП","134534.16","1328904496","1326248369","2873222.4899999998"
"173600/24/13015-ИП","126318.32","1328904496","1326248369","2873222.4899999998"
"224363/23/13015-ИП","98636.96","1328904496","1326248369","2873222.4899999998"
"30342/24/13015-ИП","112338.86","1328904496","1326248369","2873222.4899999998"
"30346/24/13015-ИП","12027.44","1328904496","1326248369","2873222.4899999998"
"30348/24/13015-ИП","10760.07","1328904496","1326248369","2873222.4899999998"
"30349/24/13015-ИП","15981.75","1328904496","1326248369","2873222.4899999998"
"30350/24/13015-ИП","117343.12","1328904496","1326248369","2873222.4899999998"
"30351/24/13015-ИП","176984.19","1328904496","1326248369","2873222.4899999998"
"30352/24/13015-ИП","66518.4","1328904496","1326248369","2873222.4899999998"
"30353/24/13015-ИП","7614.48","1328904496","1326248369","2873222.4899999998"
"68707/23/13015-ИП","68123.41","1328904496","1326248369","2873222.4899999998"
"226012/24/13015-ИП","112838.76","1328904496","1326248369","2873222.4899999998"
"48383/24/13015-ИП","132272.87","1328904496","1326248369","2873222.4899999998"
"187635/23/13015-ИП","122830.3","1328904496","1326248369","2873222.4899999998"
"152214/24/13015-ИП","56748.78","1328904496","1326248369","2873222.4899999998"
"152221/24/13015-ИП","180630.63","1328904496","1326248369","2873222.4899999998"
"187403/24/13015-ИП","100846.13","1328904496","1326248369","2873222.4899999998"
"15193/23/13015-ИП","1591.21","1328904496","1326248369","2873222.4899999998"
"172066/23/13015-ИП","180053.73","1328904496","1326248369","2873222.4899999998"
"172068/23/13015-ИП","145753.76","1328904496","1326248369","2873222.4899999998"
"171880/22/13015-ИП","77381.91","1328904496","1326248369","2873222.4899999998"
"171881/22/13015-ИП","173198.9","1328904496","1326248369","2873222.4899999998"
"91456/24/14037-ИП","6000","1433029788","1435316146","2562939.91"
"126624/24/14037-ИП","1658707.72","1433029788","1435316146","2562939.91"
"126625/24/14037-ИП","887898.97","1433029788","1435316146","2562939.91"
"126626/24/14037-ИП","10333.22","1433029788","1435316146","2562939.91"
"12029/19/14021-ИП","1855665.51","1434031363","1434022760","7854644.99"
"3829/19/14021-ИП","4468778.41","1434031363","1434022760","7854644.99"
"133058/20/14021-ИП","31713.24","1434031363","1434022760","7854644.99"
"133059/20/14021-ИП","859900.21","1434031363","1434022760","7854644.99"
"133057/20/14021-ИП","40576.43","1434031363","1434022760","7854644.99"
"169040/20/14021-ИП","2448057.22","1434031363","1434022760","7854644.99"
"249251/22/14021-ИП","373788.71","1434031363","1434022760","7854644.99"
"85794/21/14021-ИП","35343.42","1434031363","1434022760","7854644.99"
"125775/21/14021-ИП","95950.06","1434031363","1434022760","7854644.99"
"129610/21/14021-ИП","2805906.23","1434031363","1434022760","7854644.99"
"250506/21/14021-ИП","57245.49","1434031363","1434022760","7854644.99"
"127552/22/14021-ИП","292747.89","1434031363","1434022760","7854644.99"
"187290/21/14021-ИП","1464244.46","1434031363","1434022760","7854644.99"
"209043/22/14021-ИП","188416.82","1434031363","1434022760","7854644.99"
"220738/22/14021-ИП","110995.53","1434031363","1434022760","7854644.99"
"59892/22/14021-ИП","4537508.97","1434031363","1434022760","7854644.99"
"88063/24/25043-ИП","1556718.46","1434031363","2543101774","7273489.140000001"
"88066/24/25043-ИП","1463624.84","1434031363","2543101774","7273489.140000001"
"39079/24/25043-ИП","613185.37","1434031363","2543101774","7273489.140000001"
"39078/24/25043-ИП","137640.6","1434031363","2543101774","7273489.140000001"
"39077/24/25043-ИП","264822.91","1434031363","2543101774","7273489.140000001"
"39084/24/25043-ИП","185275.79","1434031363","2543101774","7273489.140000001"
"114487/23/25043-ИП","1157834.07","1434031363","2543101774","7273489.140000001"
"39058/24/25043-ИП","1436668.61","1434031363","2543101774","7273489.140000001"
"108139/24/25043-ИП","258410.2","1434031363","2543101774","7273489.140000001"
"94135/24/25043-ИП","199308.29","1434031363","2543101774","7273489.140000001"
"79884/24/27007-ИП","10184.57","1434031363","2703027433","4893091.069999999"
"103406/23/27007-ИП","66519.61","1434031363","2703027433","4893091.069999999"
"58991/23/27007-ИП","17602.48","1434031363","2703027433","4893091.069999999"
"14440/23/27007-ИП","35542.26","1434031363","2703027433","4893091.069999999"
"468993/23/27007-ИП","19396.17","1434031363","2703027433","4893091.069999999"
"229190/23/27007-ИП","36222.04","1434031363","2703027433","4893091.069999999"
"119838/24/27007-ИП","16069.37","1434031363","2703027433","4893091.069999999"
"48263/19/27007-ИП","569753.57","1434031363","2703027433","4893091.069999999"
"75586/19/27007-ИП","41679.69","1434031363","2703027433","4893091.069999999"
"75606/19/27007-ИП","22875.8","1434031363","2703027433","4893091.069999999"
"64799/19/27007-ИП","37965.91","1434031363","2703027433","4893091.069999999"
"100002/19/27007-ИП","50283.65","1434031363","2703027433","4893091.069999999"
"19727/20/27007-ИП","173899.86","1434031363","2703027433","4893091.069999999"
"19728/20/27007-ИП","29938.32","1434031363","2703027433","4893091.069999999"
"68701/20/27007-ИП","77325.56","1434031363","2703027433","4893091.069999999"
"88155/20/27007-ИП","248039.54","1434031363","2703027433","4893091.069999999"
"20280/21/27007-ИП","103428.6","1434031363","2703027433","4893091.069999999"
"391016/23/27007-ИП","103773.72","1434031363","2703027433","4893091.069999999"
"18581/22/27007-ИП","144723.08","1434031363","2703027433","4893091.069999999"
"150482/21/27007-ИП","352868.14","1434031363","2703027433","4893091.069999999"
"156397/21/27007-ИП","469664.78","1434031363","2703027433","4893091.069999999"
"3930/22/27007-ИП","79451.62","1434031363","2703027433","4893091.069999999"
"3929/22/27007-ИП","674830.67","1434031363","2703027433","4893091.069999999"
"198549/21/27007-ИП","356411.3","1434031363","2703027433","4893091.069999999"
"167106/21/27007-ИП","361952.46","1434031363","2703027433","4893091.069999999"
"101724/22/27007-ИП","316823.42","1434031363","2703027433","4893091.069999999"
"90486/22/27007-ИП","66956.14","1434031363","2703027433","4893091.069999999"
"143844/22/27007-ИП","42615.47","1434031363","2703027433","4893091.069999999"
"150480/22/27007-ИП","74095.43","1434031363","2703027433","4893091.069999999"
"183303/22/27007-ИП","92917.68","1434031363","2703027433","4893091.069999999"
"239182/22/27007-ИП","37254.17","1434031363","2703027433","4893091.069999999"
"96788/23/27007-ИП","20616.36","1434031363","2703027433","4893091.069999999"
"119757/22/27007-ИП","97790.22","1434031363","2703027433","4893091.069999999"
"59875/22/27007-ИП","43619.41","1434031363","2703027433","4893091.069999999"
"198934/24/27009-ИП","2153537.59","1434031363","2703032151","2623152.55"
"331809/24/27007-ИП","469614.96","1434031363","2703032151","2623152.55"
"103738/22/27014-ИП","676120.05","1434031363","2704026009","6622585.040000001"
"126418/24/27014-ИП","306452.33","1434031363","2704026009","6622585.040000001"
"56702/24/27014-ИП","114722.45","1434031363","2704026009","6622585.040000001"
"27505/23/27014-ИП","254478.33","1434031363","2704026009","6622585.040000001"
"24109/23/27014-ИП","306452.33","1434031363","2704026009","6622585.040000001"
"105106/23/27014-ИП","582048.68","1434031363","2704026009","6622585.040000001"
"149020/24/27014-ИП","108672.81","1434031363","2704026009","6622585.040000001"
"37706/22/27014-ИП","671586.99","1434031363","2704026009","6622585.040000001"
"8473/22/27014-ИП","107612.2","1434031363","2704026009","6622585.040000001"
"54279/22/27014-ИП","155849.03","1434031363","2704026009","6622585.040000001"
"50542/23/27014-ИП","23848.94","1434031363","2704026009","6622585.040000001"
"150315/23/27014-ИП","142734.02","1434031363","2704026009","6622585.040000001"
"14677/22/27014-ИП","395642.44","1434031363","2704026009","6622585.040000001"
"126412/24/27014-ИП","254478.33","1434031363","2704026009","6622585.040000001"
"126413/24/27014-ИП","582048.68","1434031363","2704026009","6622585.040000001"
"126414/24/27014-ИП","145653","1434031363","2704026009","6622585.040000001"
"126415/24/27014-ИП","627651.4","1434031363","2704026009","6622585.040000001"
"126416/24/27014-ИП","369759.29","1434031363","2704026009","6622585.040000001"
"126417/24/27014-ИП","675312.6","1434031363","2704026009","6622585.040000001"
"126419/24/27014-ИП","97612.2","1434031363","2704026009","6622585.040000001"
"126420/24/27014-ИП","23848.94","1434031363","2704026009","6622585.040000001"
"124480/24/27013-ИП","91746.52","1434031363","2706022994","5733783.749999999"
"124492/24/27013-ИП","89051.38","1434031363","2706022994","5733783.749999999"
"124495/24/27013-ИП","76299.34","1434031363","2706022994","5733783.749999999"
"124496/24/27013-ИП","97529.41","1434031363","2706022994","5733783.749999999"
"194735/24/27013-ИП","175757.22","1434031363","2706022994","5733783.749999999"
"130810/24/27013-ИП","58063.34","1434031363","2706022994","5733783.749999999"
"194739/24/27013-ИП","274751.41","1434031363","2706022994","5733783.749999999"
"194744/24/27013-ИП","471884.18","1434031363","2706022994","5733783.749999999"
"194720/24/27013-ИП","791824.6","1434031363","2706022994","5733783.749999999"
"194721/24/27013-ИП","43766.54","1434031363","2706022994","5733783.749999999"
"194719/24/27013-ИП","344571.59","1434031363","2706022994","5733783.749999999"
"194730/24/27013-ИП","648936.74","1434031363","2706022994","5733783.749999999"
"194731/24/27013-ИП","151517.33","1434031363","2706022994","5733783.749999999"
"194728/24/27013-ИП","10936.6","1434031363","2706022994","5733783.749999999"
"86871/24/27013-ИП","182658.65","1434031363","2706022994","5733783.749999999"
"194724/24/27013-ИП","3002.4","1434031363","2706022994","5733783.749999999"
"194725/24/27013-ИП","9117.96","1434031363","2706022994","5733783.749999999"
"194726/24/27013-ИП","71480.88","1434031363","2706022994","5733783.749999999"
"194745/24/27013-ИП","137411.2","1434031363","2706022994","5733783.749999999"
"194727/24/27013-ИП","377419.4","1434031363","2706022994","5733783.749999999"
"194106/24/27013-ИП","85999.19","1434031363","2706022994","5733783.749999999"
"194737/24/27013-ИП","16318.86","1434031363","2706022994","5733783.749999999"
"194738/24/27013-ИП","14044.44","1434031363","2706022994","5733783.749999999"
"194092/24/27013-ИП","1176901.89","1434031363","2706022994","5733783.749999999"
"194094/24/27013-ИП","8713.47","1434031363","2706022994","5733783.749999999"
"194085/24/27013-ИП","130314.78","1434031363","2706022994","5733783.749999999"
"194091/24/27013-ИП","10583.55","1434031363","2706022994","5733783.749999999"
"9629/24/27013-ИП","19661.42","1434031363","2706022994","5733783.749999999"
"9630/24/27013-ИП","163519.46","1434031363","2706022994","5733783.749999999"
"462787/24/27004-ИП","112205.69","1434031363","2721159954","4583055.959999999"
"413859/23/27004-ИП","338840.02","1434031363","2721159954","4583055.959999999"
"180275/23/27004-ИП","112205.69","1434031363","2721159954","4583055.959999999"
"406747/24/27004-ИП","322818.01","1434031363","2721159954","4583055.959999999"
"328740/24/27004-ИП","264759.05","1434031363","2721159954","4583055.959999999"
"361107/23/27004-ИП","1576794.47","1434031363","2721159954","4583055.959999999"
"361759/23/27004-ИП","219086.2","1434031363","2721159954","4583055.959999999"
"361762/23/27004-ИП","426045.83","1434031363","2721159954","4583055.959999999"
"361772/23/27004-ИП","76211.2","1434031363","2721159954","4583055.959999999"
"361774/23/27004-ИП","143688.92","1434031363","2721159954","4583055.959999999"
"361779/23/27004-ИП","387243.63","1434031363","2721159954","4583055.959999999"
"361785/23/27004-ИП","112213.26","1434031363","2721159954","4583055.959999999"
"361787/23/27004-ИП","152103.97","1434031363","2721159954","4583055.959999999"
"462789/24/27004-ИП","338840.02","1434031363","2721159954","4583055.959999999"
"24750/23/27001-ИП","98628.32","1434031363","2721233206","7391292.909999998"
"278432/23/27001-ИП","1521482.2","1434031363","2721233206","7391292.909999998"
"229827/23/27001-ИП","166940.51","1434031363","2721233206","7391292.909999998"
"229887/23/27001-ИП","743205.23","1434031363","2721233206","7391292.909999998"
"229888/23/27001-ИП","258374.56","1434031363","2721233206","7391292.909999998"
"105855/23/27001-ИП","1924679.38","1434031363","2721233206","7391292.909999998"
"94886/24/27001-ИП","16780.51","1434031363","2721233206","7391292.909999998"
"207665/22/27001-ИП","1767422.97","1434031363","2721233206","7391292.909999998"
"278433/23/27001-ИП","870391.71","1434031363","2721233206","7391292.909999998"
"42983/24/27001-ИП","23387.52","1434031363","2721233206","7391292.909999998"
"357209/24/27004-ИП","1929324.37","1434031363","2723169193","7439314.63"
"357214/24/27004-ИП","213281.22","1434031363","2723169193","7439314.63"
"357217/24/27004-ИП","137037.79","1434031363","2723169193","7439314.63"
"460779/22/27004-ИП","2112891.36","1434031363","2723169193","7439314.63"
"138429/24/27004-ИП","23807.5","1434031363","2723169193","7439314.63"
"79001/23/27004-ИП","1288491.63","1434031363","2723169193","7439314.63"
"138427/24/27004-ИП","39263","1434031363","2723169193","7439314.63"
"531370/23/27004-ИП","217736.05","1434031363","2723169193","7439314.63"
"357208/24/27004-ИП","1204197.79","1434031363","2723169193","7439314.63"
"45279/24/27004-ИП","167930.93","1434031363","2723169193","7439314.63"
"523610/23/27004-ИП","105352.99","1434031363","2723169193","7439314.63"
"248353/23/27003-ИП","638099.75","1434031363","2724156503","4146504.1100000003"
"130952/20/27003-ИП","170266.67","1434031363","2724156503","4146504.1100000003"
"169578/23/27003-ИП","344992.52","1434031363","2724156503","4146504.1100000003"
"188641/23/27003-ИП","276835.57","1434031363","2724156503","4146504.1100000003"
"73719/22/27003-ИП","441353.7","1434031363","2724156503","4146504.1100000003"
"73718/22/27003-ИП","406686.31","1434031363","2724156503","4146504.1100000003"
"73721/22/27003-ИП","423393.77","1434031363","2724156503","4146504.1100000003"
"73722/22/27003-ИП","429403.53","1434031363","2724156503","4146504.1100000003"
"73724/22/27003-ИП","1015472.29","1434031363","2724156503","4146504.1100000003"
"540617/22/14037-ИП","225395.93","1435028701","1435158620","2841197.63"
"237096/23/14037-ИП","555691.6","1435028701","1435158620","2841197.63"
"237139/23/14037-ИП","100128.99","1435028701","1435158620","2841197.63"
"249647/23/14037-ИП","1959981.11","1435028701","1435158620","2841197.63"
"8306/24/14037-ИП","473322.93","1435028701","1435277320","3984052.08"
"8307/24/14037-ИП","2067562.54","1435028701","1435277320","3984052.08"
"34956/24/14037-ИП","578665.92","1435028701","1435277320","3984052.08"
"34959/24/14037-ИП","864500.69","1435028701","1435277320","3984052.08"
"107124/24/14037-ИП","280566.67","1435028701","1435295792","3756257.75"
"14392/24/14037-ИП","4202256.63","1435028701","1435295792","3756257.75"
"475343/23/14037-ИП","185761.66","1435028701","1435295792","3756257.75"
"475363/23/14037-ИП","5002950.89","1435028701","1435295792","3756257.75"
"50178/24/14037-ИП","21776.77","1435028701","1435295792","3756257.75"
"452024/23/14037-ИП","1139148.9","1435028701","1435295792","3756257.75"
"417785/24/14037-ИП","198764.97","1435028701","1435295792","3756257.75"
"418033/24/14037-ИП","5353157.45","1435028701","1435295792","3756257.75"
"418034/24/14037-ИП","1218889.32","1435028701","1435295792","3756257.75"
"566234/23/14037-ИП","711349.46","1435028701","1435295792","3756257.75"
"485415/23/14037-ИП","963700.74","1435028701","1435345595","6027864.8500000015"
"76007/23/14037-ИП","582486.79","1435028701","1435345595","6027864.8500000015"
"76008/23/14037-ИП","402173.02","1435028701","1435345595","6027864.8500000015"
"86937/23/14037-ИП","424856.55","1435028701","1435345595","6027864.8500000015"
"485334/22/14037-ИП","1990668.3","1435028701","1435345595","6027864.8500000015"
"144980/23/14037-ИП","1136896.28","1435028701","1435345595","6027864.8500000015"
"273692/23/14037-ИП","63649.23","1435028701","1435345595","6027864.8500000015"
"163593/23/14037-ИП","463433.94","1435028701","1435345595","6027864.8500000015"
"299862/23/14037-ИП","3769043.06","1435028701","1435345595","6027864.8500000015"
"68703/24/14037-ИП","50882206.64","1435138461","1435200462","3526512.31"
"342815/24/14037-ИП","2435289.75","1435138461","1435200462","3526512.31"
"342813/24/14037-ИП","3033260.16","1435138461","1435200462","3526512.31"
"342808/24/14037-ИП","1091222.56","1435138461","1435200462","3526512.31"
"19462/24/14037-ИП","1557812.68","1435191592","1435200462","4592315.949999999"
"19463/24/14037-ИП","711908.03","1435191592","1435200462","4592315.949999999"
"19466/24/14037-ИП","938620.82","1435191592","1435200462","4592315.949999999"
"9373/24/14037-ИП","494794.66","1435191592","1435200462","4592315.949999999"
"9374/24/14037-ИП","6115722.74","1435191592","1435200462","4592315.949999999"
"9376/24/14037-ИП","697069.2","1435191592","1435200462","4592315.949999999"
"22048/24/14037-ИП","192110.56","1435191592","1435200462","4592315.949999999"
"187379/24/15013-ИП","1428235.17","1502002701","1512019790","5949264.69"
"187723/24/15013-ИП","108090.91","1502002701","1512019790","5949264.69"
"187725/24/15013-ИП","43292","1502002701","1512019790","5949264.69"
"187730/24/15013-ИП","989273.22","1502002701","1512019790","5949264.69"
"187731/24/15013-ИП","863926.88","1502002701","1512019790","5949264.69"
"187733/24/15013-ИП","1498983.12","1502002701","1512019790","5949264.69"
"187734/24/15013-ИП","32206.49","1502002701","1512019790","5949264.69"
"187735/24/15013-ИП","844514.99","1502002701","1512019790","5949264.69"
"187736/24/15013-ИП","94529.47","1502002701","1512019790","5949264.69"
"187737/24/15013-ИП","25770.33","1502002701","1512019790","5949264.69"
"187888/24/15013-ИП","20442.11","1502002701","1512019790","5949264.69"
"187371/24/15013-ИП","47130.32","1502002701","1512019800","5571782.59"
"187372/24/15013-ИП","1316316.57","1502002701","1512019800","5571782.59"
"187373/24/15013-ИП","29808.1","1502002701","1512019800","5571782.59"
"187375/24/15013-ИП","39443.75","1502002701","1512019800","5571782.59"
"187376/24/15013-ИП","1354035.17","1502002701","1512019800","5571782.59"
"187377/24/15013-ИП","184562.82","1502002701","1512019800","5571782.59"
"187378/24/15013-ИП","1192344.36","1502002701","1512019800","5571782.59"
"187374/24/15013-ИП","1240848.86","1502002701","1512019800","5571782.59"
"187537/24/15013-ИП","47656.56","1502002701","1512019800","5571782.59"
"187585/24/15013-ИП","119636.08","1502002701","1512019800","5571782.59"
"35749/24/15007-ИП","164481.23","1502002701","1514006588","5214050.8100000005"
"35745/24/15007-ИП","174730.46","1502002701","1514006588","5214050.8100000005"
"35742/24/15007-ИП","607638.23","1502002701","1514006588","5214050.8100000005"
"35738/24/15007-ИП","463792.45","1502002701","1514006588","5214050.8100000005"
"35737/24/15007-ИП","451231.6","1502002701","1514006588","5214050.8100000005"
"35732/24/15007-ИП","540478.77","1502002701","1514006588","5214050.8100000005"
